,预售证号,日期,项目名称,发展商,项目坐落,栋号,住宅面积,商业面积,办公面积,其他面积,住宅套数,商业套数,办公套数,其他套数
383,封预售2018016号,2018年11月26日,盛世莲花商住小区二期（6#、7#楼）,肇庆市龙昌水泥制造集团有限公司,封开县江口镇三元一路35号,6幢6层、7幢11层/123套,12887.12,1651.48,0,0,106,17,0,0
384,封预售2018015号,2018年11月26日,广信华府商住小区一期,封开县盛泰房地产开发有限公司,江口镇封州一路20号之1,17号楼8层/28套,3327.77,0,0,0,28,0,0,0
385,宁预许2019033号,2019年10月31日,裕丰广场B区一期3号楼,广宁县裕丰房地产发展有限公司,广宁县南街镇新宁北路裕丰广场B区,裕丰广场B区一期3号楼/108套,13536.72,0,0,0,108,0,0,0
386,宁预许2019032号,2019年10月25日,百盈花园四期10栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区下迳村,百盈花园四期10栋/96套,11613.79,0,0,0,96,0,0,0
387,宁预许2019031号,2019年10月17日,喜悦蓝湾商住小区商业楼,广宁县君州房地产有限公司,广宁县县城大道城南大道,喜悦蓝湾商住小区商业楼/19套,0,1260,0,0,0,19,0,0
388,宁预许2019030号,2019年10月25日,一号楼三座,广宁碧宁碧桂园房地产开发有限公司,广宁县南街镇圣堂社区和平路,一号楼三座/130套,14696.72,0,0,0,130,0,0,0
389,宁预许2019029号,2019年9月26日,玮丰园（一期）,广宁玮丰房地产发展有限公司,广宁县南街镇圣堂社区广宁大道103号,玮丰园（一期）/195套,21886.79,1705.65,0,0,165,30,0,0
390,宁预许2019028号,2019年8月29日,喜悦蓝湾商住小区1幢、2幢,广宁县君州房地产有限公司,广宁县县城大道城南大道,喜悦蓝湾商住小区1幢、2幢/248套,24969.37,758.06,0,0,236,12,0,0
391,宁预许2019027号,2019年8月28日,鸿都锦绣花园A区七幢,广宁县建业房地产有限公司,广宁县南街镇城西开发区和平路19号,鸿都锦绣花园A区七幢/116套,16665.37,0,0,0,116,0,0,0
392,宁预许2019026号,2019年8月21日,山水锦园,广宁县中恒房地产开发有限公司,广宁县坑口镇坑口社区居委会马尿垌,山水锦园/24套,2429.88,3520.84,0,0,8,16,0,0
393,宁预许2019025号,2019年8月15日,幸福名轩B座,广宁县幸福房地产开发有限公司,广宁县南街镇五一社区大坪岗,幸福名轩B座/112套,12076.45,0,0,0,112,0,0,0
394,宁预许2019024号,2019年8月15日,百盈花园八期20栋,广东百盈花园房地产开发有限公司,广宁县南街镇百盈大道北,百盈花园八期20栋/54套,7669.61,0,0,0,54,0,0,0
395,宁预许2019023号,2019年8月15日,百盈花园八期18栋,广东百盈花园房地产开发有限公司,广宁县南街镇百盈大道北,百盈花园八期18栋/144套,18265.08,0,0,0,144,0,0,0
396,宁预许2019022号,2019年7月23日,银珑・名苑,广宁县恒昌房地产发展有限公司,广宁县五和镇圩镇（原市场）之二,银珑・名苑/36套,3676.08,223.48,0,0,32,4,0,0
397,宁预许2019021号,2019年7月2日,朝阳美寓商住楼,广宁县鸿轩房地产开发有限公司,广宁县南街镇农林路,朝阳美寓商住楼/113套,4151.44,211.61,0,0,106,7,0,0
398,宁预许2019020号,2019年6月27日,敏捷朗逸豪庭6栋,广宁敏鸿房地产开发有限公司,广宁县南街镇聚和村委会聚和新城,敏捷朗逸豪庭6栋/10套,0,461.08,0,0,0,10,0,0
399,宁预许2019019号,2019年6月27日,敏捷朗逸豪庭5栋,广宁敏鸿房地产开发有限公司,广宁县南街镇聚和村委会聚和新城,敏捷朗逸豪庭5栋/25套,0,1475.55,0,0,0,25,0,0
400,宁预许2019018号,2019年6月27日,顺意・城南花园三期D二幢,广宁县顺意置业发展有限公司,广宁县南街镇城南大道,顺意・城南花园三期D二幢/163套,17652.59,1043.13,0,0,145,18,0,0
401,宁预许2019017号,2019年6月26日,三号楼二座,广宁县雅居房地产开发有限公司,广宁县南街镇人民路19号碧桂园新都汇三号楼二座,碧桂园新都汇三号楼/206套,21832.52,475.92,0,0,196,10,0,0
402,宁预许2019016号,2019年6月13日,丽江豪庭,广宁县华联房地产有限公司,广宁县南街镇圣堂社区车布垌沿江路27号,丽江豪庭/46套,5569.28,0,0,0,46,0,0,0
403,宁预许2019015号,2019年6月4日,嘉湖金沙湾商住小区（一区）1、2幢,广宁县鸿轩房地产开发有限公司,广宁县南街镇小迳村委会长塘路段,嘉湖金沙湾商住小区（一区）1、2幢/297套,26875.45,4919.92,0,0,248,49,0,0
404,宁预许2019014号,2019年5月23日,富豪新城,广宁县邦得邦房地产开发有限公司,广宁县南街镇新宁北路138号,富豪新城一、二、三幢/499套,24308.73,4959.35,0,0,189,310,0,0
405,宁预许2019013号,2019年4月30日,百盈花园八期21栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区百盈西路,百盈花园八期21栋/34套,5283.57,0,0,0,34,0,0,0
406,宁预许2019012号,2019年4月30日,幸福名轩A座,广宁县幸福房地产开发有限公司,广宁县南街镇五一社区大坪岗,幸福名轩A座/204套,16397.08,2801.45,0,0,168,36,0,0
407,宁预许2019011号,2019年4月26日,诺丁山十五号楼十六座,广宁碧桂园房地产开发有限公司,广宁县南街镇城南村委会,诺丁山十五号楼十六座/133套,14491.71,741.85,0,0,128,5,0,0
408,宁预许2019010号,2019年4月25日,百盈花园四期12栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区下迳村,百盈花园四期12栋/208套,25168.09,0,0,0,208,0,0,0
409,宁预许2019009号,2019年4月12日,敏捷朗逸豪庭3、4栋,广宁敏鸿房地产开发有限公司,广宁县南街镇聚和村委会聚和新城,敏捷朗逸豪庭3、4栋/128套,13113.12,0,0,0,128,0,0,0
410,宁预许2019008号,2019年2月2日,鸿程金鼎湾住宅小区,广宁县鸿程置业有限公司,广宁县古水镇墟镇,鸿程金鼎湾住宅小区/132套,16557.76,0,0,0,132,0,0,0
411,宁预许2019007号,2019年1月18日,锦绣誉峰二期B一、B二、B三幢,广宁县太和实业有限公司,广宁县南街镇五一社区大坪岗,锦绣誉峰二期B一、B二、B三幢/330套,38016.35,0,0,0,330,0,0,0
412,宁预许2019006号,2019年3月15日,聚福豪庭,广宁县建宁房地产开发公司,广宁县南街镇聚和村委会都�~村,聚福豪庭/247套,24782.76,1687.45,0,0,224,23,0,0
413,宁预许2019005号,2019年1月1日,顺意・城南花园三期C二幢,广宁县顺意置业发展有限公司,广宁县南街镇城南大道,顺意・城南花园三期C二幢/155套,17652.59,724.09,0,0,145,10,0,0
414,宁预许2019004号,2019年1月1日,广宁・银河城商住楼B、C幢,广宁县华英置业发展有限公司,广宁县南街镇环城东路5号,广宁・银河城商住楼B、C幢/9套,0,573.04,0,0,0,9,0,0
415,宁预许2019003号,2019年1月1日,广宁・银河城商住楼A栋,广宁县华英置业发展有限公司,广宁县南街镇环城东路,广宁・银河城商住楼A栋/179套,18231.64,534.02,0,0,168,11,0,0
416,宁预许2019002号,2019年1月1日,百盈花园八期17栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区百盈西路,百盈花园八期17栋/132套,15981.46,0,0,0,132,0,0,0
417,宁预许2019001号,2019年1月1日,百盈花园八期16栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区百盈西路,百盈花园八期16栋/202套,20493.26,1673.36,0,0,184,18,0,0
418,宁预许2018036号,2018年12月3日,百盈花园四期13栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区聚和新城,百盈花园四期13栋/84套,13748.07,0,0,0,84,0,0,0
419,宁预许2018035号,2018年11月30日,诺丁山十五号楼十七座,广宁碧桂园房地产开发有限公司,广宁县南街镇城南村委会,诺丁山十五号楼十七座/133套,14491.73,746.46,0,0,128,5,0,0
420,宁预许2018034号,2018年11月29日,敏捷朗逸豪庭7栋,广宁敏鸿房地产开发有限公司,广宁县南街镇聚和村委会聚和新城,敏捷朗逸豪庭7栋/10套,0,554.8,0,0,0,10,0,0
421,宁预许2018033号,2018年12月11日,敏捷朗逸豪庭1、2栋,广宁敏鸿房地产开发有限公司,广宁县南街镇聚和村委会聚和新城,敏捷朗逸豪庭1、2栋/102套,10501.83,0,0,0,102,0,0,0
422,宁预许2018032号,2018年11月16日,喜悦蓝湾商住小区3幢、5幢,广宁县君州房地产有限公司,广宁县县城大道城南大道,喜悦蓝湾商住小区3幢、5幢/249套,25684.03,845.56,0,0,236,13,0,0
423,宁预许2018031号,2018年11月2日,百盈花园八期15栋,广东百盈花园房地产开发有限公司,广宁县南街镇圣堂社区百盈西路,百盈花园八期15栋/227套,22685.83,2227.83,0,0,204,23,0,0
424,宁预许2018030号,2018年10月29日,城东恒裕花园商住小区C区四幢,广宁县鸿城房地产开发有限公司,广宁县南街镇广玉路16号,城东恒裕花园商住小区C区四幢/50套,4663.7,307.19,0,0,40,10,0,0
425,宁预许2018029号,2018年10月26日,鸿都锦绣花园A区三幢,广宁县建业房地产有限公司,广宁县南街镇城西开发区和平路19号(原城西行政中心),鸿都锦绣花园A区三幢/121套,14795.02,830.39,0,0,108,13,0,0
426,宁预许2018028号,2018年10月26日,鸿都锦绣花园A区一、二幢,广宁县建业房地产有限公司,广宁县南街镇城西开发区和平路19号(原城西行政中心),鸿都锦绣花园A区一、二幢/302套,28165.77,1999.39,0,0,216,86,0,0
427,宁预许2018027号,2018年10月12日,明珠新城三十三幢至三十七幢,广宁县维宝房地产开发有限公司,广宁县南街镇广玉东路8号明珠新城,明珠新城三十三至三十七幢/406套,32501.93,21591.16,5223.28,0,386,13,7,0
428,四预许字第2019067号,2019年10月16日,凤湖商业街2栋、凤湖商业街5栋,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号凤凰半岛,商住楼（凤湖商业街2栋）/三层加梯间加机房,0,3472.76,0,0,0,55,0,0
429,四预许字第2019065号,2019年9月27日,25栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,25栋  三十三层加梯间及机房/128套,13178.76,0,0,0,128,0,0,0
430,四预许字第2019064号,2019年9月27日,4栋、5栋、13栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,4栋、5栋、13栋    商业一层/19套,0,1039.19,0,0,0,19,0,0
431,四预许字第2019063号,2019年9月27日,42栋、45栋、46栋、47栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,42栋、45栋、46栋、47栋    商业一层/25套,0,1226.02,0,0,0,25,0,0
432,四预许字第2019062号,2019年9月27日,恒福新里程花园6栋,四会市恒福兴达房地产开发有限公司,四会市东城街道黄岗居委会荔枝湾路16号恒福新里程花园,6栋三十三层加梯间负一层/139套,11474.56,478,0,0,128,11,0,0
433,四预许字第2019061号,2019年9月25日,10栋、11栋、12栋、商业15栋,四会时代盛景投资有限公司,四会市贞山街道贞山居委会贞山新城阅海大道7号四会时代外滩花园,10栋11栋/二十四层加梯间及机房、12栋/二十五层加梯间及机房,33633.08,493.78,0,0,234,7,0,0
434,四预许字第2019060号,2019年9月25日,凤鸣15栋；凤鸣23-24号、27-30号、33-40号、53-54号、63-70号,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号凤凰半岛,15栋二十八层加梯间及机房,21681.8,0,0,0,186,0,0,0
435,四预许字第2019059号,2019年9月24日,商业16栋,四会时代盛景投资有限公司,四会市贞山街道贞山居委会贞山新城阅海大道7号四会时代外滩花园,16栋/二层/15套,0,1812.47,0,0,0,15,0,0
436,四预许字第2019058号,2019年9月24日,世茂云泮花园,肇庆四会悦盈房地产开发经营有限公司,四会市贞山街道贞山居委会贞山新城阅海大道6号世茂云泮花园,"2号楼：22层
6号楼1单元：18层
6号楼2单元：20层/228套",25166.79,0,0,0,228,0,0,0
437,四预许字第2019057号,2019年9月18日,雍晟财智广场3栋,四会雍晟房地产开发有限公司,四会市东城街道黄岗社区四会大道南61号雍晟财智广场,3栋/二十八层加梯间及机房/115套,11892.68,497.64,0,0,107,8,0,0
438,四预许字第2019055,2019年9月18日,悦公馆,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号,三十三层加梯间加负一、负二层/128套,15796.48,0,0,0,128,0,0,0
439,四预许字第2019054号,2019年9月11日,金顺豪庭9、10、16、17栋,四会市金顺房地产开发有限公司,四会市大沙镇大沙居委会兴业大道1号金顺豪庭,"9栋、17层
10栋、17层
16栋、17层
17栋、17层/256套",25162.88,0,0,0,256,0,0,0
440,四预许字第2019053号,2019年9月3日,碧桂园明珠花园（7、8、9栋）,四会市碧桂园凤鸣房地产开发有限公司,四会市东城街道黄岗居委会新元大道2号,7、8、9栋27层/474套,50166.18,0,0,0,474,0,0,0
441,四预许字第2019052号,2019年8月28日,四会市“四会广场二期”商业综合体建设项目S-5商业公寓,四会市德宝江南名居房地产开发有限公司,广东省四会市东城街道玉城居委会广场南路9号德宝广场,S-5商业公寓/二十层加梯间及机房/497套,0,1587.63,0,16136.64,0,47,0,450
442,四预许字第2019048号,2019年8月23日,恒福新里程花园5栋,四会市恒福兴达房地产开发有限公司,四会市东城街道黄岗居委会荔枝湾路16号恒福新里程花园,三十三层加梯间负一层/140套,11378.56,520.92,0,0,128,12,0,0
443,四预许字第2019047号,2019年8月22日,凤鸣6栋、9栋、凤鸣55-62号,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,6#/6栋三十二层加梯间负一负二层,20463.88,0,0,0,166,0,0,0
444,四预许字第2019046号,2019年8月15日,碧桂园明珠花园（3、4栋）,四会市碧桂园凤鸣房地产开发有限公司,四会市东城街道黄岗居委会新元大道2号,3、4栋二十五层/200套,23130,0,0,0,200,0,0,0
445,四预许字第2019045号,2019年8月1日,四会市绥江湾商住小区项目住宅1#2#3#,四会市中豪房地产开发投资有限公司,四会市东城街道黄岗社区荔枝湾路15号,"四会市东城街道黄岗社区荔枝湾路15号江湾公馆1栋   31层
四会市东城街道黄岗社区荔枝湾路15号江湾公馆2栋   26层
四会市东城街道黄岗社区荔枝湾路15号江湾公馆3栋   32层/466套",46727.78,734.05,0,0,454,12,0,0
446,四预许字第2019044号,2019年7月30日,四会市海印・尚荟四季商住小区项目・住宅2栋,四会海印新都荟商业有限公司,四会市大沙镇马房工业区迎宾大道3号海印尚荟四季住宅2栋,住宅2栋；32层/190套,19201.07,0,0,0,190,0,0,0
447,四预许字第2019043号,2019年7月30日,四会市海印・尚荟四季商住小区项目・住宅1栋,四会海印新都荟商业有限公司,四会市大沙镇马房工业区迎宾大道3号海印尚荟四季住宅1栋,住宅1栋；32层。/190套,19199.81,0,0,0,190,0,0,0
448,四预许字第2019042号,2019年7月29日,四会市城中街道城北社区四会大道北1899号融创书院豪庭16栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭16栋,16栋  三十一层加梯间及机房/120套,21382.2,0,0,0,120,0,0,0
449,四预许字第2019041号,2019年7月23日,四会市城中街道城北社区四会大道北1899号融创书院豪庭15栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭15栋,15栋   三十三层加梯间及机房/128套,15594.24,0,0,0,128,0,0,0
450,四预许字第2019040号,2019年7月19日,凤凰半岛凤鸣,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,5栋三十二层；25、26、31、32、51、52、71、72号/三层/130套,15353.14,0,0,0,130,0,0,0
451,四预许字第2019039号,2019年7月18日,碧桂园明珠花园,四会市碧桂园凤鸣房地产开发有限公司,四会市东城街道黄岗居委会新元大道2号,6栋二十七层/160套,16869.76,0,0,0,160,0,0,0
452,四预许字第2019038号,2019年7月5日,君汇熙庭6栋,广东泓炜房地产开发有限公司,四会市东城街道南田景观大道6号,6栋/二十八层加梯间及机房/278套,22799.48,0,0,0,278,0,0,0
453,四预许字第2019037号,2019年7月5日,雍晟岭南春天,四会雍晟房地产开发有限公司,四会市城中街道城北社区滨河路30号,1栋、2栋、3栋/十一层加梯间及机房/75套,8511.89,0,0,0,75,0,0,0
454,四预许字第2019036号,2019年7月2日,雍晟岭南春天,四会雍晟房地产开发有限公司,四会市城中街道城北社区滨河路30号,4栋、5栋、6栋/十一层加梯间及机房/71套,8153.86,0,0,0,71,0,0,0
455,四预许字第2019035号,2019年7月3日,四会市贞山街道金沙社区居民委员会阅海大道8号金沙1号花园1座,四会市金沙海岸房地产开发有限公司,四会市贞山街道金沙社区居民委员会阅海大道8号,1座/二十六层加梯间加机房加负一层、负二层/100套,15399,0,0,0,100,0,0,0
456,四预许字第2019034号,2019年7月1日,恒福新里程花园4栋,四会市恒福兴达房地产开发有限公司,四会市东城街道黄岗居委会荔枝湾路16号恒福新里程花园,三十三层加梯间负一层/170套,12587.2,419.21,0,0,160,10,0,0
457,四预许字第2019033号,2019年6月28日,四季金谷（北区）14、15栋,肇庆市东基团星投资开发有限公司,四会市东城街道黄岗居委会新元大道3号四季金谷（北区）,14、15栋,23002.62,452.78,0,0,248,10,0,0
458,四预许字第2019032号,2019年6月20日,臻湖畔岛臻翠路1号,四会臻汇园物业发展有限公司,四会市南田景观大道臻湖畔岛,综合服务楼1号/二层加梯间及负一层/1套,0,1723.45,0,0,0,1,0,0
459,四预许字第2019031号,2019年6月17日,四季金谷（北区）商住小区项目13栋,肇庆市东基团星投资开发有限公司,四会市东城街道黄岗居委会新元大道3号四季金谷（北区）,13栋、三十一层/134套,10383.9,458.03,0,0,120,14,0,0
460,四预许字第2019029号,2019年5月28日,恒福新里程花园3栋,四会市恒福兴达房地产开发有限公司,四会市东城街道黄岗居委会荔枝湾路16号恒福新里程花园,三十三层加梯间负一层/160套,12594.56,0,0,0,160,0,0,0
461,四预许字第2019028号,2019年5月25日,悦公馆17栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆17栋,三十三层加梯间加负一、负二层/264套,31071.81,0,0,0,264,0,0,0
462,四预许字第2019027号,2019年5月25日,悦公馆14栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆14栋,三十二层加梯间及机房/141套,14875.35,1296.09,0,0,124,17,0,0
463,四预许字第2019026号,2019年5月16日,四会市城中街道城北社区四会大道北1899号融创书院豪庭10栋、43栋、44栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,"10栋
三十三层加负一层加梯间加机房",27549.54,1266.91,0,0,256,22,0,0
464,四预许字第2019025号,2019年5月7日,四会新城吾悦广场15栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆15栋,15栋/三十二层加梯间及机房/265套,27862.18,961.15,0,0,248,17,0,0
465,四预许字第2019024号,2019年5月6日,雍晟财智广场,四会雍晟房地产开发有限公司,四会市东城街道黄岗社区四会大道南61号,2栋/二层加梯间及机房/19套,0,1868.98,0,0,0,19,0,0
466,四预许字第2019023号,2019年4月26日,保利和悦花园12栋,四会市居信房地产开发有限公司,广东省四会市大沙镇誉城路保利和悦花园,12栋 33层/128套,15318.72,0,0,0,128,0,0,0
467,四预许字第2019022号,2019年4月25日,四会市城中街道滨河路30号雍晟岭南春天9、10栋,四会雍晟房地产开发有限公司,四会市城中街道城北社区滨河路30号雍晟岭南春天,9栋、10栋/十八层加梯间及机房加负一层及局部夹层/128套,13515.76,0,0,0,128,0,0,0
468,四预许字第2019021号,2019年4月23日,保利和悦花园22栋、26栋、27栋、31栋、32栋、35栋,四会市居信房地产开发有限公司,广东省四会市大沙镇誉城路保利和悦花园,"22栋 3层
26栋 3层
27栋 3层
31栋 3层
32栋 3层
35栋 3层/29套",7446.91,0,0,0,29,0,0,0
469,四预许字第2019020号,2019年4月17日,四会嘉宏大厦Ａ座（2栋）、Ｂ座（1栋）一二层商业、办公楼及商业（3栋、4栋）,肇庆市四会聚豪房地产开发有限公司,四会市东城街道四会大道南21号嘉宏大厦,2栋/二十一层、1栋、3栋、4栋/一二层/378套,0,11431.98,24329.73,0,0,172,206,0
470,四预许字第2019019号,2019年4月17日,凤鸣4栋、10栋、11栋,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,4#/4栋三十三层、10#/10栋、11栋十八层/198套,24286.76,0,0,0,198,0,0,0
471,四预许字第2019018号,2019年4月12日,四会上元塘碧桂园二期1#楼（1栋、2栋）、3#楼（5栋）,四会市碧桂园凤鸣房地产开发有限公司,四会市东城街道黄岗居委会新元大道2号,1#、3#/1#二十四层、3#二十七层/345套,37627.4,435.22,0,0,338,7,0,0
472,四预许字第2019017号,2019年4月10日,长江明珠怡景苑1、2座,四会市长江明珠房地产开发投资有限公司,四会市贞山街道贞山居委会贞山大道10号,1座、2座/1座二十三层、2座二十二层/235套,16773.99,0,0,0,235,0,0,0
473,四预许字第2019016号,2019年4月10日,四会玉器文化广场5座1、2号住宅，1座公寓，商业,四会市华锦房地产开发有限公司,四会市东城街道马田居委会四会大道中6号,5座1、2号/二十三层；1座/十七层/5289套,16446.06,42579.21,0,13909.12,180,4835,0,274
474,四预许字第2019015号,2019年4月10日,恒福新里程花园11、12栋,四会市恒福兴达房地产开发有限公司,四会市东城街道黄岗居委会荔枝湾路16号恒福新里程花园,三十三层加梯间负一层/256套,23842.56,0,0,0,256,0,0,0
475,四预许字第2019014号,2019年4月10日,四会新城吾悦广场7栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆7栋,7栋/二十层加梯间及机房/75套,9075.89,0,0,0,75,0,0,0
476,四预许字第2019013号,2019年4月3日,肇庆市四会市东城街道南田景观大道6号,广东泓炜房地产开发有限公司,肇庆市四会市东城街道南田景观大道6号,7#/二十八层加负一层加梯间及机房/167套,14316.16,0,0,0,167,0,0,0
477,四预许字第2019012号,2019年3月29日,保利和悦花园7栋,四会市居信房地产开发有限公司,广东省四会市大沙镇誉城路保利和悦花园,7栋 32层/93套,12964.2,0,0,0,93,0,0,0
478,四预许字第2019011号,2019年3月29日,凤湖5栋、6栋,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,5#、6#/5栋一层、6栋三层/6套,892.78,0,0,0,6,0,0,0
479,四预许字第2019010号,2019年3月29日,凤凰21栋、22栋,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,22#、21#/21栋二十四层、22栋二十三层/94套,20465.68,0,0,0,94,0,0,0
480,四预许字第2019009号,2019年3月16日,绿茵九龙湾,四会市绿茵东方房地产发展有限公司,四会市东城街道观海路9号,13座、14座/三十二层加梯间及机房加负一、负二层/372套,44369.06,0,0,0,372,0,0,0
481,四预许字第2019008号,2019年3月8日,四会新城吾悦广场21栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆21栋,21栋/一层/10套,0,572.75,0,0,0,10,0,0
482,四预许字第2019007号,2019年2月25日,雍晟财智广场,四会雍晟房地产开发有限公司,四会市东城街道黄岗社区四会大道南61号,1栋/二十层加梯间加负一层/1019套,0,10679.15,0,38815.93,0,187,0,832
483,四预许字第2019006号,2019年1月31日,悦景雅苑商住小区商铺,四会市悦景实业发展有限公司,四会市东城街道陶丽居委会水仙路11号,首层商铺/58套,0,4669.78,0,0,0,58,0,0
484,四预许字第2019005号,2019年1月28日,金沙海岸商住小区一期4栋（金沙1号花园4座）,四会市金沙海岸房地产开发有限公司,四会市贞山街道金沙社区居民委员会阅海大道8号,4#/二十六层加梯间加机房加负一层、负二层/100套,10908.5,0,0,0,100,0,0,0
485,四预许字第2019004号,2019年1月25日,绿茵幸福城,四会市绿茵房地产开发有限公司,四会市东城街道陶塘路1号,5座、6座、7座/1层加负一层/44套,0,4330.13,0,0,0,44,0,0
486,四预许字第2019003号,2019年1月23日,四会市城中街道城北社区四会大道北1899号融创书院豪庭11栋,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,11#楼 /三十三层加梯间加负一层/256套,29114.64,0,0,0,256,0,0,0
487,四预许字第2018084号,2018年12月28日,四会市城中街道城北社区滨河路30号雍晟岭南春天,四会雍晟房地产开发有限公司,四会市城中街道城北社区滨河路30号雍晟岭南春天,7栋、8栋/十八层加梯间及机房加负一层及局部夹层/134套,14185.07,0,0,0,134,0,0,0
488,四预许字第2018083号,2018年12月28日,四会新城吾悦广场3栋、4栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆3栋、4栋,3栋三层、4栋4层/149套,0,9497.97,0,0,0,149,0,0
489,四预许字第2018082号,2018年12月28日,四会新城吾悦广场2栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆2栋,2栋/十一层加梯间加负一层/422套,0,1024.51,0,18437.31,0,11,0,411
490,四预许字第2018081号,2018年12月18日,保利和悦花园14、15栋,四会市居信房地产开发有限公司,广东省四会市大沙镇誉城路保利和悦花园,"14栋 33层
15栋 33层/256套",30626.24,0,0,0,256,0,0,0
491,四预许字第2018080号,2018年12月17日,四会新城吾悦广场22栋、19栋,肇庆亿博房地产开发有限公司,广东省四会市东城街道玉城居委会商业大道125号悦公馆19栋、22栋,22栋、19栋/三十三层加梯间加负一层/268套,29880.32,709.39,0,0,256,12,0,0
492,四预许字第2018079号,2018年11月22日,“中易世纪城”商住小区项目住宅8#楼,四会市中易投资开发有限公司,四会市城中街道城北社区四会大道北1899号融创书院豪庭,8#/三十三层加梯间/128套,13792.22,0,0,0,128,0,0,0
493,四预许字第2018077号,2018年11月2日,四会恒大御湖城18栋住宅及商铺,四会市汇文房地产开发有限公司,四会市东城街道南田景观大道八号恒大御湖城,18栋,11076.77,412.94,0,0,99,7,0,0
494,四预许字第2018076号,2018年11月2日,肇庆市四会市东城街道南田景观大道6号,广东泓炜房地产开发有限公司,肇庆市四会市东城街道南田景观大道6号,8#/二十八层加负一层加梯间及机房/278套,23210.57,0,0,0,278,0,0,0
495,四预许字第2018075号,2018年11月1日,凤凰20、23栋,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,20#、23#/二十六层加梯间加电梯机房加负一层地下室/182套,24092.88,0,0,0,182,0,0,0
496,四预许字第2018073号,2018年10月15日,四季金谷（北区）商住小区项目15号楼（5栋）、14号楼（6栋）,肇庆市东基团星投资开发有限公司,四会市东城街道黄岗居委会新元大道3号四季金谷（北区）,14#、15#/二十六层加梯间及机房/216套,17998.5,780.72,0,0,200,16,0,0
497,四预许字第2015006,2018年12月7日,东城明苑,四会市兴业房产开发有限公司,四会市东城街道第二工业区22号,   /84套,0,2999.9,0,0,0,84,0,0
498,四预许字2018078号,2018年11月15日,凤凰商业街,四会臻汇园物业发展有限公司,广东省四会市东城街道玉城居委会南田景观大道1号,5#、6#、13#、14#/一层加梯间加机房/33套,0,2118.48,0,0,0,33,0,0
499,2019056,2019年10月29日,高要碧桂园・龙熹山花园,肇庆市高要区必扬置业有限公司,肇庆市高要区科隆街12号,商业五,0,1130.2,0,0,0,9,0,0
500,2019049,2019年9月11日,盈峰家园,肇庆市高要区谢礼乐房地产开发有限公司,肇庆市高要区南岸和平路12号,12座 20层/177套,17709.93,1280.46,0,0,158,19,0,0
501,2019048,2019年9月5日,碧桂园四季阳光花园,肇庆市高要区金渡碧桂园房地产开发有限公司,广东省肇庆市高要区金渡镇东升路68号碧桂园四季阳光花园2栋2座,2栋2座,15306.72,0,0,0,132,0,0,0
502,2019047,2019年9月3日,肇庆珀丽湾商住区,肇庆信业房地产发展有限公司,肇庆市高要区南岸万福路1号,4栋,17119.98,0,0,0,167,0,0,0
503,2019046,2019年8月19日,高要碧桂园・龙熹山花园,肇庆市高要区必扬置业有限公司,肇庆市高要区科隆街12号,铂爵10、11栋,10308.5,0,0,0,72,0,0,0
